P_i (Model Probability),R_i (Recovery Score),BFD_i (Fairness Divergence),BFI (FAADS Score),SVE Decision,RF_pred,XGB_pred
0.9988575,0.0,0.35293622355160786,0.5496246679249485,No Intervention,4,4
0.9957623,0.0,0.2843047705354115,0.5719379469552618,No Intervention,4,4
0.8170912,0.0,0.03973175092844021,0.5961313225680126,No Intervention,1,1
0.99361825,0.0,0.28767700857248635,0.5700838490868501,No Intervention,3,3
0.9989126,0.0,0.2824092373500904,0.573622022650121,No Intervention,2,2
0.98539704,0.0,0.3294003557221982,0.5531849162420289,No Intervention,3,3
0.98231274,0.0,0.17666674121286857,0.6040965362610164,Instructor Review,0,0
0.9991824,0.0,0.10818787125332009,0.6329463364623172,Instructor Review,4,4
0.99905545,0.0,0.25002171328187917,0.58468092810733,No Intervention,2,2
0.9770652,0.0,0.34498889397075466,0.5451353105786758,No Intervention,2,2
0.9991824,0.0,0.39991424390998115,0.5337593697590525,No Intervention,4,4
0.9929972,0.0,0.3626505871059074,0.544387911616749,No Intervention,0,0
0.9997298,0.0,0.3773328674863621,0.5416176696190748,No Intervention,0,0
0.99932504,0.0,0.0,0.6697772705554963,Instructor Review,2,2
0.9991596,0.0,0.3919899514689893,0.5364460892014256,No Intervention,4,4
0.9997434,0.0,0.2628310232644159,0.5805527968052171,No Intervention,0,0
0.9992066,0.0,0.1438492863177076,0.6208294423628253,Instructor Review,4,4
0.9991596,0.0,0.47530808727328633,0.5081179230279647,No Intervention,4,4
0.99912137,0.0,0.5703297993273485,0.4757979345472135,No Intervention,2,2
0.9991997,0.0,0.28620280409642196,0.5724269515392386,No Intervention,4,4
0.99972457,0.0,0.5409595267787957,0.4859828769249489,No Intervention,0,0
0.999371,0.0,0.54487776827881,0.4845339987227962,No Intervention,2,2
0.99905545,0.0,0.5487636810763176,0.483108659057221,No Intervention,2,2
0.50502884,0.0,0.4997696070659016,0.3367378526739408,No Intervention,1,3
0.99905545,0.0,0.5422902798109823,0.48530961548743495,No Intervention,4,4
0.97847885,0.0,0.5536755963338074,0.4746483275275724,No Intervention,1,1
0.9995858,0.0,0.7250978031258121,0.4233300865997758,No Intervention,4,4
0.99905545,0.0,0.5160582489315978,0.4942285059864257,No Intervention,2,2
0.9994449,0.0,0.20806365047118633,0.5990751770771013,No Intervention,2,2
0.9991997,0.9999999989999999,0.3087975754206656,0.8947447289589958,Automatic Intervention,4,4
0.99905545,0.9999999989999999,0.13082544126195544,0.9552076602641042,Automatic Intervention,2,2
0.9391596,0.9999999989999999,0.13082544126195544,0.935442014998525,Automatic Intervention,1,1
0.9990312,0.9999999989999999,0.18829941359968572,0.9356584928445536,Automatic Intervention,4,4
0.8993395,0.9999999989999999,0.17814729588884845,0.9062119656242644,Automatic Intervention,3,3
0.99875796,0.9999999989999999,0.2026091500877436,0.9307030304133912,Automatic Intervention,2,2
0.9982077,0.9999999989999999,0.13082544126195544,0.9549279058638509,Automatic Intervention,2,2
0.99905545,0.9999999989999999,0.13734834863741116,0.9529898717564492,Automatic Intervention,2,2
0.99886143,0.9999999989999999,0.13082544126195544,0.9551436448756154,Automatic Intervention,2,2
0.9997211,0.9999999989999999,0.13082544126195544,0.9554273331824239,Automatic Intervention,0,0
0.9986945,0.9999999989999999,0.30929886090987985,0.8944075777012263,Automatic Intervention,2,2
0.9869888,0.9999999989999999,0.16871790126981365,0.9383422163579229,Automatic Intervention,1,1
0.9989784,0.9999999989999999,0.18437770700205108,0.9369744685314749,Automatic Intervention,2,2
0.9957623,0.9999999989999999,0.2613685599704914,0.9097362582173346,Automatic Intervention,2,2
0.99752647,0.9999999989999999,0.13082544126195544,0.9547031069460805,Automatic Intervention,0,0
0.9908875,0.9999999989999999,0.1569215394078707,0.9436395754507827,Automatic Intervention,4,4
0.9768826,0.9999999989999999,0.13082544126195544,0.9478906238737996,Automatic Intervention,3,3
0.9691133,0.9999999989999999,0.13082544126195544,0.9453267598811086,Automatic Intervention,3,3
0.98684585,0.9999999989999999,0.1569215394078707,0.9423058321169662,Automatic Intervention,0,0
0.9997298,0.9999999989999999,0.13082544126195544,0.9554301942053731,Automatic Intervention,0,0
0.99972266,0.9999999989999999,0.13749229871037638,0.9531611082894413,Automatic Intervention,0,0
0.9944693,0.9999999989999999,0.16876010490674867,0.9407964530893825,Automatic Intervention,2,2
0.9721859,0.9999999989999999,0.25491672651742586,0.9041496873088452,Automatic Intervention,1,1
0.9970571,0.9999999989999999,0.13749229871037638,0.9522814629418461,Automatic Intervention,0,0
0.9997298,0.9999999989999999,0.16482441700707232,0.9438705424520333,Automatic Intervention,0,0
0.99842775,0.1999999998,0.10308164800738207,0.7004334240940646,Instructor Review,2,2
0.9359904,0.9999999989999999,0.13082544126195544,0.934396191901296,Automatic Intervention,3,3
0.99618953,0.9999999989999999,0.13135804176651042,0.9540808291939044,Automatic Intervention,1,1
0.99704933,0.9999999989999999,0.13734834863741116,0.952327842966929,Automatic Intervention,0,0
0.9995888,0.9999999989999999,0.31363461380840685,0.8932285541143324,Automatic Intervention,4,4
0.71653974,0.9999999989999999,0.13082544126195544,0.8619774723711904,Automatic Intervention,1,1
0.99704933,0.9999999989999999,0.13081269097462772,0.9545499665722754,Automatic Intervention,0,0
0.9975846,0.9999999989999999,0.13147606946355003,0.9545010562508336,Automatic Intervention,0,0
0.99840206,0.9999999989999999,0.13082544126195544,0.9549920404616292,Automatic Intervention,2,2
0.9948506,0.9999999989999999,0.30579908266489686,0.8943290260567329,Automatic Intervention,3,3
0.996033,0.9999999989999999,0.13082544126195544,0.9542102659407552,Automatic Intervention,2,2
0.99676335,0.9999999989999999,0.463945992331902,0.8411902899581226,Automatic Intervention,4,4
0.9120133,0.9999999989999999,0.30188136967013735,0.8683247192532257,Automatic Intervention,1,1
0.9994449,0.9999999989999999,0.17263256923665302,0.9411217443668427,Automatic Intervention,2,2
0.99972266,0.9999999989999999,0.13106746105445732,0.9553455530924538,Automatic Intervention,0,0
0.9997298,0.9999999989999999,0.13082544126195544,0.9554301942053731,Automatic Intervention,0,0
0.9228291,0.29999999969999996,0.28907848137423964,0.6452469170409485,Instructor Review,1,1
0.5060009,0.9999999989999999,0.16088921503532663,0.7822779629313563,Instructor Review,2,2
0.9979944,0.9999999989999999,0.20399097652945433,0.9299812307874216,Automatic Intervention,0,0
0.99361825,0.9999999989999999,0.2613685599704914,0.9090287212815283,Automatic Intervention,3,3
0.9966528,0.9999999989999999,0.01482837893016508,0.9938537706697883,Automatic Intervention,2,2
0.99610245,0.9999999989999999,0.15052796726535125,0.9475343250855167,Automatic Intervention,2,2
0.9732713,0.9999999989999999,0.16344712858466548,0.935607514916439,Automatic Intervention,1,1
0.99441165,0.9999999989999999,0.13734834863741116,0.9514574065369515,Automatic Intervention,3,3
0.9970571,0.9999999989999999,0.19612253398826907,0.9323471829473626,Automatic Intervention,0,0
0.991435,0.9999999989999999,0.13748062643451678,0.9504301475400372,Automatic Intervention,0,0
0.8837156,0.9999999989999999,0.13082544126195544,0.9171455050173696,Automatic Intervention,1,1
0.99905545,0.9999999989999999,0.2628129014050869,0.9103319238154395,Automatic Intervention,2,2
0.9984487,0.9999999989999999,0.29409693389815067,0.8994951407659972,Automatic Intervention,0,0
0.9997298,0.9999999989999999,0.13734834863741116,0.9532124056977181,Automatic Intervention,0,0
0.97575855,0.9999999989999999,0.11778260328930881,0.9519542392777398,Automatic Intervention,2,2
0.9997211,0.9999999989999999,0.11778260328930881,0.9598618980931237,Automatic Intervention,0,0
0.9991923,0.9999999989999999,0.1308610012869226,0.9552407203740327,Automatic Intervention,2,2
0.99894506,0.9999999989999999,0.2399414988300461,0.9180717822529956,Automatic Intervention,2,2
0.99905545,0.9999999989999999,0.14387206833003333,0.9507718070609577,Automatic Intervention,4,4
0.9991824,0.9999999989999999,0.13734834863741116,0.9530317738217263,Automatic Intervention,4,4
0.8636476,0.9999999989999999,0.14387206833003333,0.9060872181518085,Automatic Intervention,3,1
0.6062298,0.9999999989999999,0.12446251243119683,0.8277385830746187,Automatic Intervention,1,1
0.9991916,0.9999999989999999,0.14387206833003333,0.9508167191607959,Automatic Intervention,4,4
0.99893695,0.9999999989999999,0.14400949752291092,0.9506859804884067,Automatic Intervention,2,2
0.62278265,0.9999999989999999,0.20598672652490432,0.8054827881508765,Automatic Intervention,1,3
0.64936507,0.9999999989999999,0.11778260328930881,0.8442443993376687,Automatic Intervention,1,1
0.99456114,0.9999999989999999,0.11778260328930881,0.9581591126011804,Automatic Intervention,2,2
0.99917126,0.9999999989999999,0.13082544126195544,0.9552458668414052,Automatic Intervention,4,4
0.9995888,0.9999999989999999,0.14523493163939286,0.9504844460517972,Automatic Intervention,4,4
0.9950075,0.9999999989999999,0.14228759567291258,0.9499746982679951,Automatic Intervention,3,3
0.9991923,0.9999999989999999,0.2587939302910987,0.9117435245126129,Automatic Intervention,2,2
0.9222599,0.9999999989999999,0.11781315839528232,0.9342893123871068,Automatic Intervention,1,1
0.98111445,0.9999999989999999,0.12430347408438071,0.95150459973894,Automatic Intervention,4,4
0.9979741,0.9999999989999999,0.11783701841093737,0.95926687102518,Automatic Intervention,2,2
0.9989023,0.9999999989999999,0.23923398146259148,0.9182982118571184,Automatic Intervention,3,3
0.99252665,0.9999999989999999,0.11787827988325222,0.9574551958404895,Automatic Intervention,3,3
0.9997298,0.9999999989999999,0.15694167801776615,0.9465506737083975,Automatic Intervention,0,0
0.9656353,0.9999999989999999,0.19616061518100159,0.921965053708838,Automatic Intervention,3,3
0.9222599,0.9999999989999999,0.11778260328930881,0.9342997011231378,Automatic Intervention,1,1
0.9105692,0.9999999989999999,0.16997319946129108,0.9126969579892542,Automatic Intervention,1,1
0.8828735,0.9999999989999999,0.4429346738880877,0.8107504592682193,Automatic Intervention,1,1
0.9973465,0.9999999989999999,0.2843047705354115,0.9024607389645868,Automatic Intervention,0,0
0.9477972,0.9999999989999999,0.19612430789920657,0.9160908136643082,Automatic Intervention,4,4
0.99110186,0.9999999989999999,0.15052796726535123,0.9458841108902653,Automatic Intervention,3,3
0.9961094,0.9999999989999999,0.16480344472543398,0.9426829575279125,Automatic Intervention,3,3
0.9997298,0.9999999989999999,0.15306150583285058,0.9478699322512687,Automatic Intervention,0,0
0.9989785,0.9999999989999999,0.1569215394078707,0.9463095953158187,Automatic Intervention,4,4
0.9991997,0.9999999989999999,0.1569215394078707,0.9463825812033462,Automatic Intervention,4,4
0.9992447,0.9999999989999999,0.18046931422360737,0.9383911793225448,Automatic Intervention,4,4
0.995891,0.9999999989999999,0.13351444244426516,0.953249126485654,Automatic Intervention,0,0
0.9969928,0.9999999989999999,0.12430347408438072,0.956744473863467,Automatic Intervention,0,0
0.9991916,0.9999999989999999,0.12433025611842363,0.9574609353127432,Automatic Intervention,4,4
0.99920815,0.9999999989999999,0.1047449698755305,0.9641254162626463,Automatic Intervention,4,4
0.9995858,0.9999999989999999,0.27442779616722923,0.906557888635694,Automatic Intervention,4,4
0.996151,0.9999999989999999,0.18303601304965997,0.9364975933659739,Automatic Intervention,2,2
0.8573239,0.9999999989999999,0.09822875252534007,0.919519127307173,Automatic Intervention,1,1
0.9222599,0.9999999989999999,0.09193019440032839,0.943089520145391,Automatic Intervention,1,1
0.99837035,0.9999999989999999,0.27451300866318973,0.9061278069300515,Automatic Intervention,3,3
0.73968565,0.9999999989999999,0.20598672652490432,0.8440607917958197,Automatic Intervention,1,3
0.9985891,0.9999999989999999,0.11126302164630676,0.9617049837406146,Automatic Intervention,0,0
0.9995858,0.9999999989999999,0.11126302164630676,0.9620339119728076,Automatic Intervention,4,4
0.9967327,0.9999999989999999,0.09822875252534007,0.9655240187027418,Automatic Intervention,3,3
0.99627435,0.9999999989999999,0.1503964946326846,0.9476357396001271,Automatic Intervention,1,1
0.99431723,0.9999999989999999,0.13734834863741116,0.9514262631100564,Automatic Intervention,3,3
0.99917126,0.9999999989999999,0.10474496987553053,0.9641132271127897,Automatic Intervention,4,4
0.98141783,0.9999999989999999,0.33327976017847993,0.8805527684678466,Automatic Intervention,3,3
0.9543585,0.9999999989999999,0.11142990516890422,0.9470521685233666,Automatic Intervention,4,4
0.94816285,0.9999999989999999,0.11184865725789378,0.9448652044857024,Automatic Intervention,1,1
0.99905545,0.9499999990499999,0.08536829890855742,0.9541630886807595,Automatic Intervention,2,2
0.9986285,0.9999999989999999,0.08520350450480445,0.9705782133812865,Automatic Intervention,2,2
0.88518363,0.9999999989999999,0.09831449977181561,0.9286836916767515,Automatic Intervention,1,1
0.9986759,0.9999999989999999,0.10230652189864096,0.9647788336866356,Automatic Intervention,0,0
0.990426,0.9999999989999999,0.10493365544697907,0.9611631363277623,Automatic Intervention,3,3
0.87560904,0.9999999989999999,0.40676254942677265,0.820651742376845,Automatic Intervention,3,3
0.9886585,0.9999999989999999,0.11126302164630676,0.9584278905685413,Automatic Intervention,0,0
0.99886036,0.9999999989999999,0.07219216063752147,0.9750786026600543,Automatic Intervention,2,2
0.9997298,0.9999999989999999,0.15707103508860668,0.9465066923043117,Automatic Intervention,0,0
0.7905855,0.9999999989999999,0.13941436756305364,0.8834923403684227,Automatic Intervention,3,3
0.93467593,0.9999999989999999,0.06569428488437641,0.9561070122673199,Automatic Intervention,1,1
0.71653974,0.9999999989999999,0.03981415455949777,0.8929213098500259,Automatic Intervention,1,1
0.99875796,0.9999999989999999,0.059203888854744494,0.9794608192326109,Automatic Intervention,2,2
0.9989753,0.9999999989999999,0.17182199266544512,0.9412423683246374,Automatic Intervention,2,2
0.93889344,0.9999999989999999,0.07869566334085538,0.9530783120476224,Automatic Intervention,1,1
0.9927683,0.9999999989999999,0.06928083342883086,0.9740580786497024,Automatic Intervention,2,2
0.9987728,0.1999999998,0.020580331428016234,0.72859771660257,Instructor Review,2,2
0.9994054,0.9999999989999999,0.009585679503687066,0.9965446632611678,Automatic Intervention,2,2
0.9657309,0.9499999990499999,0.014368339771595835,0.9673059880239445,Automatic Intervention,1,1
0.9988575,0.9999999989999999,0.1981714068257795,0.9322447052817302,Automatic Intervention,4,4
0.99875534,0.9999999989999999,0.06569428488437641,0.9772532203151867,Automatic Intervention,3,3
0.82731175,0.1999999998,0.013507844751504055,0.6744202092291087,Instructor Review,2,1
0.9986744,0.9999999989999999,0.04386990748521453,0.9846468057500424,Automatic Intervention,2,2
0.9991072,0.54999999945,0.26473413409266117,0.7611957815808924,Instructor Review,4,4
0.9991916,0.0,0.039967295573524686,0.6561443422280089,Instructor Review,4,4
0.9386667,0.04999999995,0.10794582590266626,0.6295584532609135,Instructor Review,1,1
0.9935603,0.9999999989999999,0.031099989128813316,0.9873009320790485,Automatic Intervention,3,3
0.9334628,0.9999999989999999,0.15039649463268462,0.9269079263562612,Automatic Intervention,1,1
0.9992066,0.0,0.08381394545507563,0.6412414582561203,Instructor Review,4,4
0.9540023,0.0,0.2615770582534117,0.5658845666428147,No Intervention,1,1
0.9991171,0.0,0.2485292492982518,0.5852086910456318,No Intervention,2,2
0.9136419,0.0,0.24208771516593552,0.5591920171965941,No Intervention,2,2
0.99746263,0.0,0.2615770582534117,0.5802264872570573,No Intervention,4,4
0.9898093,0.0,0.009434908334950597,0.6634291906162664,Instructor Review,3,3
0.9921142,0.0,0.2615770582534117,0.5784615043182908,No Intervention,3,3
0.755819,0.0,0.2615770582534117,0.5004840854187547,No Intervention,1,1
0.9988595,0.0,0.2551916564261117,0.5828585062010321,No Intervention,3,3
0.9869888,0.0,0.18994536448150404,0.601124879195948,Instructor Review,1,1
0.9981352,0.0,0.2615770582534117,0.5804484251518784,No Intervention,2,2
0.9834225,0.0,0.26158880441733595,0.5755892457089975,No Intervention,3,3
0.92019033,0.0,0.2485292492982518,0.5591628917902607,No Intervention,1,1
0.90368676,0.0,0.21591814488157837,0.5648044716895126,No Intervention,1,1
0.9994449,0.0,0.2615770582534117,0.5808806184311448,No Intervention,2,2
0.98539704,0.0,0.07938539344311171,0.6381900034169183,Instructor Review,3,3
0.99538887,0.0,0.25505295017031454,0.5817603332763216,No Intervention,0,0
0.9997303,0.0,0.21697008325662,0.596141165268799,No Intervention,0,0
0.99814475,0.0,0.20287804455568426,0.6004092488552788,Instructor Review,3,3
0.99905545,0.0,0.2615770582534117,0.5807521108170091,No Intervention,2,2
0.9682695,0.0,0.20410827468580173,0.5901321537489326,No Intervention,1,1
0.96425945,0.0,0.20939772667311965,0.5870103977499412,No Intervention,3,3
0.9870018,0.0,0.26287868008894194,0.5763318434238429,No Intervention,2,2
0.97569764,0.0,0.21976984784269818,0.5872584896942981,No Intervention,3,3
0.99497616,0.0,0.2550420808432411,0.5816278322342148,No Intervention,4,4
0.9991824,0.0,0.23548320455903882,0.5896659231383728,No Intervention,4,4
0.9146322,0.0,0.2615770582534117,0.5528924528141557,No Intervention,3,3
0.8528901,0.0,0.13379567015643337,0.575963200822655,No Intervention,1,1
0.9987393,0.0,0.240624701573915,0.5877715741573586,No Intervention,3,3
0.99902475,0.0,0.1767326133132112,0.6095890893070653,Instructor Review,4,4
0.99631006,0.0,0.23309881404468147,0.5895287232473914,No Intervention,0,0
0.98811823,0.0,0.2615770582534117,0.5771428409596024,No Intervention,3,3
0.99272716,0.0,0.15083386265849072,0.6163164591826091,Instructor Review,3,3
0.99914217,0.0,0.17677290348852467,0.6096141336665628,Instructor Review,4,4
0.9976897,0.0,0.2615770582534117,0.5803014102955399,No Intervention,2,2
0.98790294,0.0,0.07534096602203383,0.6403920635816986,Instructor Review,3,3
0.9992306,0.0,0.2407879855024953,0.5878782120577527,No Intervention,4,4
0.9991997,0.0,0.2224392344493962,0.5941065652192274,No Intervention,4,4
0.9991492,0.0,0.20802942063119287,0.5989892424192018,No Intervention,4,4
0.99972814,0.0,0.23548320455903882,0.5898460185725617,No Intervention,0,0
0.9997434,0.0,0.25505295017031454,0.5831973416572115,No Intervention,0,0
0.9326395,0.0,0.23548320455903882,0.5677067375380921,No Intervention,3,3
0.9983858,0.0,0.25513049743576416,0.5827229572745043,No Intervention,3,3
0.99972814,0.0,0.22896093801315553,0.592063589198162,No Intervention,0,0
0.9901543,0.0,0.25505295017031454,0.580032931066086,No Intervention,3,3
0.98811823,0.0,0.25505295017031454,0.5793610377078554,No Intervention,3,3
0.9997298,0.0,0.13124149246654332,0.6252887371258131,Instructor Review,0,0
0.9983688,0.0,0.26162043667310303,0.5805107750972003,No Intervention,3,3
0.9986941,0.0,0.1507385508771824,0.6183179642330539,Instructor Review,2,2
0.47430128,0.0,0.2615770582534117,0.407583228089386,No Intervention,3,1
0.8670354,0.0,0.09086612050341024,0.5952272152625899,No Intervention,1,1
0.9978009,0.0,0.30134778368604465,0.5668160503073039,No Intervention,3,3
0.6692971,0.0,0.25505295017031454,0.4741500479941866,No Intervention,1,3
0.99902475,0.0,0.2615770582534117,0.5807419780273972,No Intervention,4,4
0.9989286,0.0,0.22759776980472293,0.5922631966266085,No Intervention,0,0
0.6573838,0.0,0.2615770582534117,0.46800046298699954,No Intervention,1,1
0.9983316,0.0,0.2224392344493962,0.5938201052964369,No Intervention,3,3
0.9985877,0.0,0.26158444161802136,0.5805952542453958,No Intervention,0,0
0.99339914,0.0,0.059597626392660315,0.6475585385938784,Instructor Review,0,0
0.9991855,0.0,0.2615770582534117,0.5807950261612473,No Intervention,2,2
0.7040399,0.0,0.08697974348395619,0.542760055602868,No Intervention,1,3
0.998755,0.0,0.13788823542319975,0.6227071582526972,Instructor Review,2,2
0.9991596,0.0,0.2615770582534117,0.5807864728947221,No Intervention,4,4
0.9991997,0.0,0.22896093801315553,0.5918891860075493,No Intervention,4,4
0.99828184,0.0,0.24208771516593552,0.5871232007731779,No Intervention,0,0
0.9993637,0.0,0.25505295017031454,0.5830720228915712,No Intervention,2,2
0.999071,0.0,0.2550484755702369,0.5829769549287391,No Intervention,4,4
0.993404,0.0,0.25505295017031454,0.5811053080325624,No Intervention,3,3
0.85642576,0.0,0.22904731927508684,0.5447444308461135,No Intervention,1,1
0.9984193,0.0,0.21579299516247596,0.5961087647090282,No Intervention,3,3
0.99816257,0.0,0.21585616745049452,0.5960025581285537,No Intervention,4,4
0.44314468,0.0,0.204162066850939,0.4168226431517614,No Intervention,1,1
0.9991673,0.0,0.25505295017031454,0.5830072326427004,No Intervention,4,4
0.9997298,0.0,0.05266153580395988,0.6520059223910915,Instructor Review,0,0
0.95283234,0.0,0.10822012136681382,0.6176398360977253,Instructor Review,1,1
0.99972814,0.0,0.24852924929825174,0.5854103633612293,No Intervention,0,0
0.8028968,0.0,0.19237035411286726,0.5395500472663437,No Intervention,1,1
0.9990658,0.0,0.2485689402683389,0.5851782981990084,No Intervention,2,2
0.9847402,0.0,0.2746263799649675,0.5715913157087616,No Intervention,3,3
0.98133874,0.0,0.26817531789815324,0.5726622021410683,No Intervention,3,3
0.9995732,0.0,0.1587061230756658,0.6158990854916913,Instructor Review,4,4
0.93798584,0.0,0.24852924929825174,0.5650353798121113,No Intervention,3,3
0.7040399,0.0,0.09864664628591571,0.5387933086502017,No Intervention,3,3
0.99704933,0.0,0.16685034164616436,0.6122971656739529,Instructor Review,0,0
0.9991923,0.0,0.2748910032326921,0.576270520042471,No Intervention,2,2
0.999124,0.0,0.2393384091598824,0.5883358714715012,No Intervention,3,3
0.99899703,0.0,0.2432848792258191,0.5869521695838056,No Intervention,4,4
0.99638426,0.0,0.1472930722752506,0.6187271729580005,Instructor Review,2,2
0.9990312,0.0,0.21591814488157837,0.59626812453871,No Intervention,4,4
0.9929548,0.0,0.1898411919388727,0.6031290988820186,Instructor Review,3,3
0.9973584,0.0,0.2746984017134105,0.5757308087982999,No Intervention,3,3
0.9407392,0.0,0.20287804455568426,0.5814654324318627,No Intervention,3,3
0.99972445,0.0,0.05222301432219965,0.6521532613578691,Instructor Review,0,0
0.99338925,0.0,0.13373006649331773,0.6223502307041922,Instructor Review,0,0
0.99920255,0.0,0.25505295017031454,0.5830188555484316,No Intervention,3,3
0.99431723,0.0,0.25108539523832457,0.5827556675957458,No Intervention,3,3
0.9909774,0.0,0.24206317590613347,0.584721072682149,No Intervention,4,4
0.73375726,0.0,0.13752389155177294,0.5353817825635441,No Intervention,1,1
0.9992119,0.0,0.1471202378985139,0.6197190473600498,Instructor Review,4,4
0.99370015,0.0,0.20806365047118633,0.5971794215476977,No Intervention,3,3
0.9973405,0.0,0.26157705825341176,0.5801861647148666,No Intervention,0,0
0.9953696,0.0,0.268101543819755,0.5773174635408433,No Intervention,4,4
0.967599,0.0,0.2589156957209032,0.5712763483532695,No Intervention,2,2
0.99638426,0.0,0.2510410435093059,0.5834528627384217,No Intervention,2,2
0.99304765,0.0,0.2550467545493038,0.5809898443818866,No Intervention,0,0
0.9991492,0.0,0.268101543819755,0.5785647205350908,No Intervention,4,4
0.9990312,0.0,0.28115154228082906,0.5740887694229648,No Intervention,4,4
0.97078055,0.0,0.2811512300346115,0.5647661727020047,No Intervention,1,1
0.9989729,0.0,0.2471704335330431,0.585623123899272,No Intervention,4,4
0.9412539,0.0,0.23562039079063882,0.5705028781472656,No Intervention,1,1
0.99895084,0.0,0.14917334188923115,0.6189348632915055,Instructor Review,2,2
0.9938274,0.0,0.2878732188610976,0.5700861597673721,No Intervention,1,1
0.99905545,0.0,0.25505295017031454,0.582970307565262,No Intervention,2,2
0.9995858,0.0,0.25505295017031454,0.583145336604645,No Intervention,4,4
0.8631007,0.0,0.28122189292110306,0.5292077952564649,No Intervention,1,1
0.9995808,0.0,0.2824092373500904,0.5738425300334675,No Intervention,4,4
0.8179833,0.0,0.28772329924655116,0.5121085834804006,No Intervention,1,1
